domain,company_name,segment,reasoning,employees,country,industry,keywords,short_description,linkedin_url,source_sheet,scrape_status,classified_by,prompt_version
2degreesventures.com,2 Degrees Ventures,IM_FIRST_AGENCIES,"The company specializes in helping brands enhance their influence through strategic relationships with creators, indicating that influencer marketing is a primary focus of their business.",14,United States,marketing & advertising,"influencer marketing, strategic partnerships, strategic marketing, contextual content, advertising services, marketing & advertising","2 Degrees Ventures is a marketing and advertising company based in West Hollywood, California, founded in 2005. The company specializes in helping brands enhance their influence in popular culture thr",,MIXED,error,gpt-4o-mini,v2
33seconds.co,33Seconds,IM_FIRST_AGENCIES,"33Seconds is a communication agency specializing in influencer marketing, with a focus on social media strategy and management.",19,United Kingdom,marketing & advertising,"strategy, climate change, lifestyle, social media marketing pr comms content creation, pr comms, social media marketing, content creation, sustainability, entertainment, influencer, branding, pr amp c","33Seconds is a communication agency that excels in social media, public relations, and influencer marketing, focusing on brands in the Climate, Tech, and Lifestyle sectors. Founded by former MySpace e",http://www.linkedin.com/company/33seconds,UK_EU,success,gpt-4o-mini,v1
3sons.com.br,3SONS,IM_FIRST_AGENCIES,"3SONS specializes in creating influencer campaigns and managing social media content for artists, indicating a strong focus on influencer marketing.",10,Brazil,marketing & advertising,"marketing services, editora musical, digital marketing, administração de direitos autorais musicais, trends de aplicativos, criação de campanhas de influenciadores, artista marketing, b2b, criação de ","A 3SONS acredita que a música transforma e é capaz de construir histórias!

Com a missão de conduzir e oportunizar o artista, explorando ao máximo o seu potencial para que ele obtenha êxito em sua car",http://www.linkedin.com/company/3-sons,LATAM,success,gpt-4o-mini,v1
94.football,94 Marketing & Football,IM_FIRST_AGENCIES,"94 Marketing & Football specializes in managing football content creators, indicating a strong focus on influencer work within the sports niche.",42,Brazil,marketing & advertising,"marketing services, marketing & advertising","94 Marketing & Football is based in São Paulo, Brazil, and has been managing football content creators since 2019. The company focuses on the intersection of marketing and football, supporting creator",http://www.linkedin.com/company/94-marketing-football,LATAM,success,gpt-4o-mini,v1
a-listme.com,A-List Me,IM_FIRST_AGENCIES,"A-List Me is an influencer management agency that focuses on connecting social media influencers with brands, indicating that over 60% of their services are dedicated to influencer work.",26,United States,marketing & advertising,"advertising services, authentic influencer-brand fit, brand influencer connections, authentic brand integration, high-value collaborations, public relations agencies, marketing agency, digital marketi","A-List Me is an influencer management agency based in Westerly, Rhode Island, founded in 2016. The agency represents nearly 400 content creators and focuses on connecting social media influencers with",http://www.linkedin.com/company/a-list-me,US,success,gpt-4o-mini,v1
acorninfluence.com,Acorn,IM_FIRST_AGENCIES,"Acorn is an influencer marketing agency specializing in performance creator marketing solutions, indicating that over 60% of their offerings are focused on influencer work.",41,United States,marketing & advertising,"seo, social media marketing, influencer marketing, pr, blogger outreach, content marketing, influencer marketing & social media marketing, marketing services, influencer content rights, content modera","Acorn Influence, LLC, now part of New Engen, is an influencer marketing agency based in Rogers, Arkansas. Founded in 2014, the company specializes in performance creator marketing solutions that utili",http://www.linkedin.com/company/acorn-an-influence-company,US,success,gpt-4o-mini,v1
adgimbal.com,Adgimbal,IM_FIRST_AGENCIES,"The company specializes in influencer marketing, leveraging influential voices to create authentic brand connections, and their homepage emphasizes this as a core service.",14,United States,marketing & advertising,"advertising services, media, rich media, social media marketing, creative brand stories, content creation, ad-tech, influencer voice harnessing, audience analysis, influencer outreach, digital adverti","Revolutionizing Affiliate Marketing with Performance at its Core!

Welcome to our cutting-edge affiliate marketing network. Our expertise lies in driving exceptional performance across web and mobile ",http://www.linkedin.com/company/adgimbal,MIXED,success,gpt-4o-mini,v2
aeksolutions.com,AEK Solutions,IM_FIRST_AGENCIES,"AEK Solutions specializes in influencer marketing and offers a range of digital marketing services focused on brand strategy and organic media growth, indicating a strong emphasis on creator work.",18,United States,marketing & advertising,"advertising services, marketing analytics, influencer marketing, data analytics, information technology and services, brand strategy, organic media growth, conversion optimization, seo tools, lead gen","AEK Solutions is dedicated to creating new sources of repeatable growth online by embracing a rapid-experimentation, funnel-based approach.",http://www.linkedin.com/company/aek-solutions,US,success,gpt-4o-mini,v1
aer.media,Aer Media,IM_FIRST_AGENCIES,"Aer Media is a full-service influencer marketing agency that specializes in creating and executing influencer marketing strategies at scale, indicating that influencer campaigns are their primary business focus.",140,India,marketing & advertising,"technology, social media marketing, brand marketing, influencer marketing, platform for influencers, sales and marketing, social media, consumer internet, enterprise software, software, internet, info","Aer Media is a media and entertainment company based in Mumbai, India, founded in 2016. The company specializes in influencer marketing, digital marketing, and immersive content strategies using virtu",http://www.linkedin.com/company/aer-media,INDIA,success,gpt-4o-mini,v2
aestheticeverything.com,Aesthetic Everything® Influencers,IM_FIRST_AGENCIES,"Aesthetic Everything® Influencers primarily focuses on connecting aesthetic professionals with influencers, indicating that influencer campaigns are a core part of their business.",56,United States,marketing & advertising,"aesthetic productsbrandsservices, plastic surgery, dermatology, aesthetic sales & marketing, hair salons, cosmetic dentists, makeup artists, medical spas, advertising services, aesthetic product promo","Aesthetic Everything® Influencers is a leading network and influencer platform in the aesthetic medicine industry, with over 11 years of experience. The company connects device manufacturers, physicia",http://www.linkedin.com/company/aestheticeverythinginfluencers,US,success,gpt-4o-mini,v1
aeterna.media,Aeterna,IM_FIRST_AGENCIES,"Aeterna specializes in influencer marketing and identifies as a next-gen marketing agency focused on emerging media and digital talent management, indicating that influencer campaigns are a primary aspect of their business.",12,United States,marketing & advertising,"storytelling, influencer marketing, experiences, events, branding, content production, paid social, content management, digital talent management, advertising services, marketing & advertising","Aeterna is a next gen marketing agency. We specialize in emerging media, content production, and influencer marketing. We bridge the gap between ease of use and Intelligent Influencer Marketing.

is a",http://www.linkedin.com/company/aeternamedia,MIXED,success,gpt-4o-mini,v2
